10000 100000
8710 6758 1
2295 7906 5
3452 284 1
5812 8021 6
6575 2290 4
6611 2167 4
5783 3387 2
8050 9679 5
1274 884 2
335 2460 4
1511 4992 6
7550 7016 3
9801 759 0
2923 67 6
7225 8256 2
48 1655 1
4449 8491 0
4382 4836 0
270 9679 3
5519 4809 6
6631 8324 5
2725 2301 1
3969 2488 3
3963 4124 2
7770 2851 4
3724 9511 5
265 840 5
4955 6028 2
2432 8227 4
6139 2666 5
2048 4848 2
7048 5565 4
2133 3175 4
2514 2147 2
3954 9676 3
1658 1721 1
688 466 2
856 180 4
4537 3629 0
9843 7004 4
9384 2920 4
5136 9052 1
1528 6366 2
9193 6958 0
8983 5987 1
397 1096 4
8901 7653 2
503 3472 6
1932 4953 2
5033 57 6
2732 2280 2
6966 5690 0
9926 2828 3
4144 9703 6
8833 2003 6
3240 1027 0
527 5282 3
7187 7863 0
2565 8599 1
7318 2081 2
8103 6358 6
7178 7464 6
6572 7221 3
5756 867 1
9298 5343 5
6841 4019 5
4062 8411 4
1793 7405 0
3651 5760 6
1271 5842 3
5084 1535 1
955 1155 2
650 6688 3
4010 6017 1
4948 1210 2
6419 4648 3
171 5851 6
1223 3637 3
5800 4407 1
884 7177 0
641 5304 2
3162 2537 1
5851 2732 2
8938 7445 4
8194 4526 1
5745 6928 5
5149 5257 6
9401 5199 3
2692 2353 5
6542 2567 3
2376 4255 2
6748 103 2
4047 1073 6
4749 137 4
4331 7970 6
8768 8052 4
1156 4981 4
7586 3929 3
4278 7859 2
5089 1958 1
7054 7972 1
5656 4171 3
8503 9511 2
8819 6107 4
2599 788 3
9045 4435 2
5732 76 5
403 8367 6
1054 167 4
6114 129 4
1977 9854 4
6831 4889 2
2647 1299 4
9674 5836 4
4387 1957 5
9491 482 1
7027 3361 0
8496 5646 0
5597 1554 0
8102 5945 1
8224 9081 5
1623 7632 0
2602 5369 6
9989 4437 4
35 3179 5
4652 3399 0
132 8945 1
1871 2649 1
9204 2177 1
5319 4750 1
228 5722 2
8785 3774 4
6651 8884 3
915 5189 5
9074 3759 5
4546 9260 1
2233 9421 4
7818 9546 0
1263 6461 6
3458 9594 1
7945 3502 0
420 5254 1
5760 3586 2
8735 6616 2
3335 8592 3
9265 9370 6
6525 2746 4
9512 9482 1
5105 5726 3
773 5306 0
1593 3990 6
4214 3223 5
2700 8849 5
3285 6762 0
1268 1374 0
3848 9235 1
2762 8237 0
1792 2200 2
7519 7481 3
8991 9145 6
2714 7085 0
4399 6282 1
7119 2650 6
185 5516 6
7888 9499 0
6896 7769 5
9814 1502 6
9537 7598 4
5398 6851 2
4463 9053 5
5741 1267 6
9655 4081 0
9618 6872 6
9670 2538 2
1445 4523 4
2365 4718 6
6937 4599 6
3192 554 0
31 8066 4
2722 9556 0
1875 1692 1
8361 3132 2
522 1149 5
1826 9348 4
7777 2338 6
8944 6125 6
9821 6340 0
7966 9081 0
7547 9951 6
9551 3110 5
7077 3009 4
1576 540 4
2574 5454 5
1906 2485 2
8048 3930 6
6658 5816 1
373 31 1
9783 5791 5
8010 987 3
568 5994 5
4023 5709 3
4141 9285 0
4023 7272 1
1435 3549 1
9009 7743 4
1265 1590 4
369 1538 2
3776 2212 1
2693 3409 0
8197 2662 5
6100 2759 6
8440 89 3
2642 1620 3
6146 7964 6
1271 943 2
1474 3445 0
7349 5827 0
1504 3281 1
3757 7285 0
350 2832 6
4943 2312 5
4883 3239 5
2589 7683 0
1987 8795 1
1912 8639 2
4248 1479 5
1230 3954 1
3940 2043 6
3412 4377 2
1472 1983 0
9686 8720 3
4702 4439 1
2276 5924 5
3037 9035 5
3316 1890 4
9606 1221 6
1520 2792 2
5547 4258 6
1531 2829 2
2705 6162 2
5923 870 2
9282 4196 0
9969 9072 4
6051 4736 2
5174 8477 6
4729 882 3
9769 1237 0
5676 3604 4
4161 1197 6
2125 5485 5
9229 7560 4
9073 8079 1
9662 224 3
7682 7475 3
9343 7446 1
4568 2684 0
5472 5286 6
6089 2151 5
7233 5594 4
598 8604 6
468 1184 1
2964 9616 3
4066 4996 3
7148 2510 1
5941 5791 3
5589 4020 3
5948 8251 6
2271 1825 2
1173 3454 5
6430 1238 5
3739 4853 1
2567 7054 1
2490 1197 2
773 589 3
7536 9429 1
539 7585 1
4167 5520 3
1047 4581 2
9606 1989 2
3403 1960 0
8732 392 5
4063 6923 2
4740 692 1
2270 3919 2
6112 576 1
2486 9556 1
1364 6498 2
2878 3338 3
3005 2411 0
3117 943 2
4514 5290 4
801 339 3
236 12 6
5433 9740 6
183 1135 6
633 437 4
8577 3671 0
7263 9659 5
9368 282 0
366 3290 0
4458 2071 6
6305 1001 3
1770 9555 2
4299 7730 1
8803 1439 0
2488 8664 3
7048 5358 5
2487 9764 4
4013 2452 5
4978 6766 6
1416 8649 3
2837 8537 6
432 955 6
526 5937 1
3914 3155 5
6446 8182 0
93 3936 5
1238 5456 1
9714 5599 4
6925 8074 4
344 9863 1
9276 597 5
6647 2426 2
3244 3592 5
7269 5175 3
4696 9481 2
268 6713 2
6030 806 5
4290 9059 2
4546 2759 2
606 391 0
3196 583 2
7557 7435 5
6667 869 1
1903 973 1
2516 6149 0
118 4243 0
2497 7711 3
1874 8563 4
7007 8370 1
7727 2658 4
8275 1221 5
1799 4919 3
8611 5712 4
3635 3263 1
8514 3336 1
1032 4988 0
3705 4670 1
9868 8391 0
4985 5537 0
3124 997 2
8703 5494 0
3865 7554 1
2302 9714 3
6794 1026 2
528 1748 3
1351 199 3
8442 9280 6
5290 5098 2
1730 8553 4
3262 444 5
485 7055 0
2889 2858 3
129 4640 0
8046 8627 4
6422 5936 4
9154 333 6
1051 5391 0
3931 2322 3
8202 1176 6
3269 5388 6
5885 2002 2
6327 4274 6
99 5042 3
4393 1065 0
4572 9284 5
8798 523 0
1587 4088 2
1652 9175 4
678 1455 5
630 7406 4
489 5165 6
127 9964 6
1113 389 2
488 3763 3
8188 3821 2
6003 9754 1
5316 5854 6
6425 9524 5
7302 120 4
488 682 1
2574 6500 2
6222 5754 5
850 1516 3
3486 6602 2
8901 7901 6
5967 102 2
1881 1843 1
4508 6489 2
184 8121 5
6586 3987 4
2490 4972 4
2073 2353 0
2662 7996 3
9451 9115 5
9785 333 4
504 2837 1
3784 6333 4
6921 1544 5
3257 88 4
297 3340 1
7901 5343 3
1731 7500 3
3613 253 4
9693 6332 4
1814 1599 6
3212 6834 6
2252 912 5
3209 7450 3
7569 9535 5
3365 5111 0
1011 763 3
2606 3345 6
9850 2593 2
4442 7444 6
736 6502 4
7559 7953 3
9006 1543 3
2751 1070 4
1228 7541 1
3220 2715 0
2178 7658 1
7738 383 4
3737 3635 4
9782 2315 6
2021 2425 0
9204 5446 1
3004 8045 6
1244 2549 2
8529 132 2
2316 2429 5
9133 2930 1
5532 5283 3
439 1880 1
4987 570 4
7629 5560 2
597 2189 3
444 8621 2
2815 713 4
6999 3137 2
4164 2058 5
8383 6846 6
2737 9831 4
2251 4351 4
6052 2295 4
4061 4360 3
5273 8034 3
5191 9301 0
5387 7879 4
6615 2709 6
5061 9952 1
2823 8064 1
2050 1610 0
2978 2443 0
4821 2718 3
5183 6933 1
4709 1072 6
8703 2864 3
1849 9050 2
1142 2444 3
6459 768 2
301 768 5
2606 3187 3
309 8364 0
9351 9140 5
1724 5346 1
838 6031 0
3217 3624 4
4815 2344 1
2019 6070 6
8919 2174 1
7030 2345 1
8044 1699 4
1685 6115 2
6502 8541 6
5573 733 0
7811 2229 5
2159 9983 4
3845 3950 1
8591 6897 1
2371 1986 4
5190 5584 3
5418 1622 6
9666 6218 3
959 9566 2
3279 498 2
1345 6103 0
20 6025 1
5821 1833 2
287 8393 4
3348 6624 2
1918 2800 3
6431 9086 0
1508 1753 5
3192 1121 5
8907 9071 3
561 1991 2
5251 1523 6
4956 6980 4
8465 7523 1
5828 9235 2
4612 3682 6
6157 5289 2
5199 1776 4
842 9131 3
8700 1638 3
4620 2545 3
168 4141 2
834 1633 0
3082 0 0
1364 6141 6
6336 7665 1
9029 8827 3
1028 319 6
7110 168 1
9397 8125 0
1410 8463 2
4690 4969 3
8599 4643 5
2464 4537 0
7206 6911 0
9947 1293 1
6587 4080 1
8764 7234 3
4015 118 0
4847 648 2
5555 832 6
837 7427 3
5859 8324 2
5653 7701 1
4404 5729 0
565 3650 3
3083 9719 5
4439 778 2
5241 803 0
2620 2670 2
9205 4524 4
1787 1984 1
139 7898 2
2638 3815 2
4041 4485 6
2211 66 4
9583 3930 0
2082 7982 4
8235 3290 3
3256 5802 6
6513 6126 3
7064 3215 1
1907 8437 1
6338 2424 0
1183 6345 4
6059 7483 6
2537 1560 3
923 883 1
5847 9313 0
6984 4409 0
2500 1970 6
1157 5668 6
4485 3592 5
4733 2735 1
9827 4499 2
2090 7135 4
1479 6573 0
6885 7245 0
5836 9981 2
9699 101 6
195 1219 4
1427 9355 3
2133 5452 6
603 1688 1
6875 1569 3
6990 7843 3
7857 1319 3
4149 8190 5
798 9467 5
509 80 1
7981 3207 5
2138 2425 5
770 2014 2
2355 4232 4
8618 1720 4
8264 709 1
2544 2050 4
4301 2344 4
6141 2910 5
4824 9683 4
640 1131 5
3754 3535 1
9445 7609 0
6032 2917 3
5318 2432 0
4090 8461 6
6635 1517 3
9321 1818 0
4333 4721 0
4970 5788 4
1008 7227 1
577 5675 2
50 4642 4
318 1390 6
979 1365 5
3171 4022 6
7267 2509 2
1872 6552 5
6977 3697 5
9941 267 0
617 4968 5
7321 8655 4
6914 8283 2
6932 6549 0
2882 4035 4
5135 8930 0
7520 7728 1
9724 6634 5
5603 7125 4
2782 760 6
1930 8264 5
3322 4486 5
4638 8631 4
6426 4362 3
8378 4419 1
8741 5315 0
1168 1521 5
9587 531 1
8339 552 6
474 781 4
9118 2900 6
4234 5606 5
9790 6923 4
8168 485 6
5455 7544 1
708 800 5
518 6349 2
7580 9299 0
684 6119 5
3340 1888 5
9297 1433 6
2622 4545 3
727 8250 5
9247 8099 2
7730 8396 3
6331 8805 2
1082 3139 5
4370 6676 0
556 7973 5
1957 8286 3
433 843 5
9814 1298 5
8937 1261 6
920 3586 2
8441 9053 5
2528 5491 6
7099 1881 4
3310 3671 5
3993 5090 2
1234 6266 6
2113 7422 0
5974 3488 5
3377 7519 3
5966 805 1
7646 8324 1
1089 7098 6
2066 6460 0
573 5465 5
6806 7438 2
7518 8262 0
1726 7015 3
9323 3569 4
4218 5369 1
1670 7161 1
7825 2729 3
4037 4195 1
6549 5300 0
794 8561 3
4992 3959 6
9206 4613 3
5639 9455 2
2651 4410 1
6576 2539 2
7502 2224 4
6849 4023 3
7723 5714 2
6808 1620 4
3156 3298 0
2145 497 6
7443 9448 2
3531 204 4
7294 5450 4
1951 2581 0
1845 3675 0
1584 1433 3
4399 1567 6
6009 8941 2
6099 4898 5
4387 759 0
6145 5729 2
9324 767 3
3968 5927 1
849 1796 2
7923 7396 6
5411 7368 1
5781 3833 4
4688 1884 3
468 2425 2
1844 921 1
1911 3922 1
6700 342 0
3425 430 5
7720 198 2
1480 4405 4
2425 1614 1
6204 3192 5
4938 5005 0
6666 2171 0
6964 7541 4
7886 1935 0
3251 724 4
5292 8159 4
5596 9527 6
4287 2027 2
805 1127 1
9710 6583 3
5137 9483 5
5635 8621 2
2278 80 5
4711 2229 5
1930 5408 2
7448 1632 3
2670 5416 4
1818 8815 6
6509 7974 5
1885 1408 6
9748 3085 3
101 8171 4
7401 4796 0
1109 731 6
1670 3525 6
5802 1727 5
9688 5352 6
989 7895 6
4951 2018 4
6257 1719 3
6915 3068 6
5610 1859 4
7596 2839 6
3518 9159 0
3061 6167 1
8166 9938 4
7193 7882 2
5760 8738 4
3780 8554 5
8061 6868 0
5673 1098 4
1258 3419 2
7901 189 5
5956 3239 2
8125 8532 3
421 8716 6
287 8208 6
5530 4605 2
3799 9569 4
3253 9413 6
5785 583 5
8593 799 6
5606 3666 0
6219 1671 1
2599 608 5
4014 2914 6
7507 2622 4
2492 320 0
9898 1271 4
2192 8552 5
2524 4988 0
5089 7688 0
2296 268 6
5358 1737 4
1568 797 4
9647 8221 6
643 9907 2
4549 2546 6
2252 12 1
1431 2476 5
525 2845 3
4416 7774 4
8677 6872 5
1008 6896 6
5132 2358 1
744 4 5
6727 7649 4
4868 174 5
8361 4255 5
6927 1313 5
4780 8818 6
3289 1713 6
8223 2796 4
2840 231 4
5632 9582 3
3250 2644 4
7457 9601 5
1033 773 5
419 8526 5
6533 6782 2
7436 6825 3
5812 24 0
3296 202 1
9758 4305 3
1358 1111 3
1650 1570 0
4253 2327 4
3716 5797 0
7718 3777 4
6065 2152 4
4371 6176 6
6874 242 1
509 9097 0
1248 2242 5
2592 8536 3
4617 1229 6
1781 4638 1
5561 2350 3
4458 9039 1
9981 6468 0
5601 5316 3
1967 7045 5
39 6163 2
9774 8444 3
7525 8080 4
6824 449 2
5674 1257 3
1215 58 4
5230 6582 6
5037 270 2
6591 28 6
3612 9696 6
2100 9958 2
4191 3248 6
2698 2550 4
5728 3145 5
7438 1860 0
4477 1493 2
5404 7213 1
5525 904 4
9221 5848 0
8084 620 0
4838 9232 0
337 3566 3
7262 8534 4
3637 4694 5
7011 2514 2
2269 3834 5
9730 1503 3
606 411 3
4737 8102 4
3063 8117 0
1999 2151 0
7538 6782 4
1887 2012 6
8922 3837 5
7091 808 2
1851 8277 4
5852 1211 6
6589 8001 0
2487 4728 5
9921 5987 1
7327 9488 5
6714 846 4
5082 7831 3
2619 4169 5
9362 2406 4
8752 905 3
2720 4380 4
6550 1339 3
7124 951 4
4940 2989 0
1482 5104 2
3380 1430 6
2606 3058 5
2051 6327 6
7622 747 2
4296 3714 2
4949 5406 1
2515 1935 4
7785 8334 5
9023 1476 2
4177 5726 3
1707 3529 5
3627 9425 6
3248 7975 2
7757 1413 0
7016 8092 4
7251 1807 3
7703 5547 0
2255 4684 2
594 146 6
8036 47 0
607 3278 2
6281 7746 3
4422 4592 1
2808 4052 6
3791 7576 5
657 6708 6
9958 6632 2
1627 7831 1
2679 637 2
6637 909 5
4654 8540 6
8827 6979 6
2139 5838 3
898 9792 3
8697 293 1
6206 929 0
351 4816 6
6238 3988 2
3971 421 6
1683 6966 4
4756 609 2
3668 9359 4
7184 7928 2
4332 1866 5
5266 9463 5
7431 1286 4
3166 8449 2
5260 3883 4
4966 5706 1
2474 708 2
3670 820 6
5069 1378 4
3038 8884 3
7767 1978 5
921 191 1
3093 1444 2
9507 6040 1
8222 647 0
5225 7262 3
2969 9740 6
4855 305 6
6287 1863 4
2966 4478 4
4209 8886 0
4720 5643 6
4442 5361 1
8938 6817 1
3709 8799 5
3795 8742 0
1367 4140 1
855 6755 6
6856 8445 6
2997 650 2
65 4705 3
4447 4427 0
1276 4265 4
5246 9781 2
5815 4263 3
9316 2581 1
2533 1828 3
2703 4444 5
8374 2108 3
4402 3935 3
1786 393 2
1414 944 3
2912 2304 2
7691 6706 0
6216 7583 2
4511 976 2
9665 3206 2
2418 7619 5
5024 467 4
9934 6495 3
9075 7694 2
5465 4762 2
7508 7460 6
586 1495 1
3935 3948 3
5119 5138 6
1373 750 0
9341 2093 2
406 1918 2
212 6065 4
127 8571 3
8042 7750 3
1728 1261 2
8736 4025 3
465 9783 2
1405 1626 3
165 6545 5
5780 2431 5
183 1347 3
9081 9063 1
2249 4426 0
1662 1291 6
9698 1598 5
3727 2825 6
6269 5180 1
7347 6402 3
1082 5423 6
8187 8807 0
1330 6091 2
7544 9344 2
7689 3205 2
4724 1217 0
2048 760 5
1650 2088 4
1067 5778 4
3843 9048 3
1576 763 2
4335 9616 0
980 2166 3
5491 3933 2
4085 5250 2
4693 3288 3
786 4057 1
8827 6910 4
1290 1241 2
666 74 1
148 4412 0
216 158 4
1159 42 4
163 1448 5
6250 2896 4
9678 9108 1
3437 5303 6
8001 7041 3
3630 5094 5
8993 2054 1
9204 5542 0
2569 8581 4
1827 8201 1
9023 2038 5
3834 3101 5
6900 4732 4
8636 1210 1
2593 4477 6
2910 6990 1
2775 7889 1
1391 6139 1
4306 39 1
1069 7573 6
1827 4195 5
395 5102 4
9007 3022 6
9948 5008 3
7008 3790 2
5047 831 1
1696 906 5
1814 6190 4
5605 5511 4
4653 1439 3
1942 1929 6
3527 8540 5
8443 9047 5
8470 610 3
4709 2971 4
7242 2332 2
2420 3225 4
1718 6588 3
7252 5857 6
975 7430 4
6102 5750 0
6747 72 0
1219 3717 5
3760 756 4
7693 1199 1
8849 8873 2
7933 444 0
4486 8025 3
4000 2332 6
9145 53 6
895 6747 0
9319 1634 3
3123 6244 2
2490 3375 1
439 5048 5
8962 1168 2
5469 9982 0
3287 2340 3
7633 290 2
636 8677 5
906 9463 6
1620 8056 1
9566 5955 1
5421 461 3
6660 8916 6
8738 3378 0
7334 9588 1
470 5199 3
366 1465 0
9874 9078 4
6800 2848 0
5958 6757 4
9058 4682 3
1065 2706 4
5312 204 2
9197 2136 5
9116 2978 0
2624 5115 6
6160 4678 6
4719 4608 2
7782 4321 0
223 2712 0
7170 4766 6
268 8458 5
4662 9946 6
1753 4704 2
8597 4322 2
8911 1115 2
1221 237 1
5578 4640 2
566 1694 1
9365 6756 2
2065 5106 4
2000 5984 0
5402 5411 4
1807 4407 3
3686 7943 2
3112 8231 2
7049 1206 3
1435 3546 1
7576 6811 1
90 1164 2
9725 4107 3
6415 2377 2
5380 5355 3
6934 383 1
316 8403 3
4200 3041 4
1273 7723 0
2032 7223 3
8178 739 3
1137 4890 6
2177 9801 4
1913 6830 5
4099 2998 4
6598 117 0
4868 7374 1
448 4106 2
8848 5926 5
8235 2407 5
5471 7205 0
8920 6845 4
759 598 4
2808 2277 1
7633 3505 6
7290 5311 5
17 402 0
5543 848 0
6760 57 5
5646 2490 3
3526 3386 3
1649 6339 5
5162 8358 3
437 9815 6
6372 4876 4
1429 555 5
9077 4784 4
3435 5976 0
6048 8529 1
2633 1367 2
7323 5445 2
7994 8086 3
1452 5275 0
1925 7201 4
5304 2378 5
8433 3260 2
2826 8125 4
4189 9707 1
5847 5719 6
8614 9428 3
2048 8026 2
7727 1709 2
565 3965 5
4473 8976 1
8653 1953 4
4509 5343 1
8771 3611 0
6763 6188 0
5002 7960 3
7373 7666 5
418 2385 4
3485 1619 0
6613 6696 6
6894 804 4
6219 8627 2
8461 9295 4
3643 90 0
7965 1124 2
2525 5953 1
2110 2197 0
805 4112 6
3256 7730 3
3034 8501 0
6438 656 0
7236 8469 2
386 8972 5
3652 5471 0
925 380 6
3599 137 2
8728 5812 2
1684 7293 0
5140 6887 4
77 9559 2
530 8630 2
6140 638 2
5860 276 0
2094 2328 5
5053 5385 2
6927 6728 0
1304 4368 6
2975 4813 0
391 148 0
333 3559 3
1773 8601 0
2495 552 5
4460 9652 1
8595 9720 0
6088 9467 1
1163 1612 2
3649 7930 2
5395 583 1
3127 2045 3
1985 1990 0
4638 3771 4
1696 4373 4
4908 716 1
6739 827 1
3872 578 4
3772 5693 0
2999 7478 2
9610 642 0
3567 3577 1
8454 3992 1
2226 9994 6
1374 2548 2
444 1881 6
4670 8847 2
8098 1967 3
3572 6067 0
991 1789 1
4460 6512 2
6812 8434 4
7575 4617 1
47 990 2
6705 6484 2
9814 4564 6
298 7682 5
370 4923 6
1051 8864 4
3023 260 4
5117 5467 1
2919 2855 3
5727 4665 3
1888 4969 1
4398 1244 3
6850 456 6
5810 8428 0
420 6882 1
3266 6387 2
1464 1501 1
585 6702 6
9653 8594 3
388 7954 1
1866 9168 1
371 1137 5
4312 7862 0
7101 2555 2
8086 3117 5
9763 648 2
8667 8953 3
213 3594 6
2075 3266 6
8482 4508 3
2494 2571 6
698 7955 3
2444 9224 6
8101 31 1
8303 925 3
6559 8589 6
3849 6912 0
1563 8400 5
9514 5505 0
2711 7375 0
8106 6258 6
4394 159 5
2415 4096 4
258 873 6
396 8706 6
8795 8387 2
7141 6139 6
2839 2277 0
752 1396 6
771 2585 6
5584 1447 1
3939 1999 1
5522 4242 5
4707 3631 4
7454 7971 1
2209 5458 2
4727 5868 1
9555 7905 2
9207 5355 2
9323 341 4
634 6784 6
9786 4611 6
869 8258 0
800 6804 2
503 2362 5
5922 9040 3
5937 12 0
6919 7091 2
1160 1405 1
90 1330 0
1888 795 6
9411 9984 5
6655 371 1
5100 7761 2
3965 4539 6
6423 3815 2
53 6002 0
1585 7089 1
5944 5535 0
812 3627 3
2755 95 3
449 7238 5
2415 5741 0
4609 6019 4
6862 4248 2
1343 8731 2
8251 5096 6
979 5138 1
3991 8301 2
7781 8451 4
8286 7277 3
4541 3355 3
6658 4799 1
8380 1374 3
538 8113 1
4593 8373 0
5031 4252 1
4399 2623 0
36 600 2
7192 7546 4
7303 6281 5
5809 1933 0
1482 89 6
1704 2869 6
1136 2065 3
1612 9672 2
9955 625 3
7156 7388 1
4868 3614 3
8796 9726 5
2085 2181 4
5256 4188 4
838 998 1
7499 2222 6
1468 7629 6
6916 1028 5
790 8424 5
447 4347 1
1081 2382 4
2105 2403 4
7390 5991 6
6545 3317 0
4167 7270 1
7986 1925 6
7182 9095 3
6255 3396 6
2341 4813 6
4278 4027 4
4724 1686 5
3365 1397 6
7616 6218 0
604 3163 1
6015 9372 5
8807 6217 4
4017 180 6
9869 2536 2
3700 5622 1
8835 6828 5
7958 5899 6
8592 3921 6
7089 5536 4
1493 2146 2
5828 7094 0
802 2943 4
9027 3217 0
5403 1672 6
2685 9711 6
7254 1354 2
2643 1500 5
5866 5209 6
6398 7500 0
1916 6685 0
3253 1924 2
5248 6111 0
2043 7103 6
8116 9723 1
5203 9712 6
9084 5469 1
5966 1104 0
1381 2065 4
630 560 1
2715 1945 2
2621 6842 6
2249 2158 6
9766 5070 5
6693 8703 0
4683 3460 6
2444 2415 5
9924 9961 5
6200 1667 1
5249 4817 3
9813 7358 1
469 5086 1
2724 4246 0
3517 282 6
340 7501 1
2625 3273 0
6006 7388 1
1243 9338 5
4957 4639 0
9260 7531 1
665 2237 4
7971 2027 4
9460 8184 2
6099 6491 3
8890 8106 0
8498 2223 4
3562 7125 0
7995 4946 3
1754 9201 2
4413 8098 5
5687 478 2
8918 2482 1
714 2356 5
1458 6127 5
7401 8826 5
9766 6024 2
755 102 3
288 2384 4
1756 5635 1
2199 1410 4
1508 8135 4
1562 9354 5
6234 1115 0
263 1074 0
1984 4881 5
2040 8424 0
7781 702 4
5896 4020 1
8455 979 1
2014 2007 2
5699 9066 0
8985 524 5
1587 7629 5
111 7602 3
2042 187 3
4497 9188 6
838 7613 1
5348 2831 3
7596 1659 5
6029 4117 4
3906 1321 3
1225 9738 6
2469 5881 4
8107 2629 5
154 6685 1
6393 5249 6
3202 8008 0
8727 8672 2
1496 7942 6
2650 5008 2
5621 9483 6
3573 3705 4
8158 3375 4
2491 7934 6
8983 224 2
463 3331 5
753 6955 4
1596 2728 3
8061 4010 6
7153 4027 0
7491 7252 1
5726 6269 3
863 6130 2
1667 1049 2
5665 7011 5
4908 3162 6
3524 1215 4
7670 2455 1
6221 1680 3
8569 2807 1
3666 3092 6
4049 3106 4
3324 6444 6
3259 33 3
9093 2891 2
4605 1887 5
498 6028 5
4920 6297 5
6974 5089 5
864 479 2
5869 408 2
9663 2222 0
1183 8177 3
6678 2454 4
6847 8803 6
1626 2663 0
8292 7492 2
1030 8249 4
1425 8493 3
162 2771 3
7140 6888 2
5363 967 3
3461 2519 1
1106 3285 6
3704 640 3
353 3465 3
5306 1126 5
3296 1546 2
8796 9484 6
7194 605 0
6838 556 3
8296 782 5
1556 42 1
5536 3279 4
2543 4306 6
2379 8590 6
2881 7516 4
7173 3017 6
203 4681 5
4232 575 5
5140 1531 0
6361 4397 0
2809 8035 5
2537 7743 0
8306 8396 2
2035 673 4
9407 1804 0
3952 7626 0
4569 1808 6
1731 7707 5
6678 942 6
7330 961 3
4770 7426 4
4614 2686 4
9539 7365 6
1044 4502 5
2120 716 0
5131 388 0
439 7535 4
3988 2891 2
8232 1834 3
9765 5356 2
1786 1528 5
4363 6300 6
9530 6131 5
2705 9797 0
3316 6996 3
4833 618 1
7711 5460 0
9690 3420 0
8860 8445 0
145 1370 6
9836 2110 2
6906 2707 6
7701 6479 2
254 8126 0
646 5443 4
2515 8787 6
2197 9569 4
4148 6130 1
2862 9836 1
7230 4611 4
4568 7030 1
4932 7001 3
6191 3406 3
8579 1673 0
8965 37 1
9818 5049 5
8646 6718 6
9289 2690 3
4672 9989 1
4544 165 2
8770 7569 4
9968 5837 0
7456 3388 6
6296 3658 2
9420 3832 4
9276 3309 6
3842 1721 2
9109 1389 5
5721 6587 6
3924 3438 2
1662 1855 2
3706 8419 4
2302 6612 5
5692 407 6
5144 3748 2
7879 5521 2
5651 7087 6
8879 1858 5
9946 4187 2
8288 7925 1
2860 4320 1
4767 5656 6
672 8446 5
879 4500 2
3203 2309 4
1585 2289 4
580 4127 0
6941 6502 0
5994 6157 5
3156 7803 1
828 6288 4
4764 1935 6
2833 2920 3
9202 3048 3
6913 5361 3
7784 8064 4
8771 3392 1
4938 3789 3
8769 809 0
9774 1774 6
2838 456 5
1228 9753 0
3864 3720 1
125 7905 6
8418 900 4
1878 1827 0
8955 5739 1
1019 7680 3
6257 792 5
4237 2359 6
2981 7552 1
442 1979 6
8889 5780 3
4783 5794 0
7013 925 1
6397 4361 2
3095 3007 6
7544 4605 2
6056 892 0
6085 2420 2
1516 8786 1
7491 8647 5
947 4889 5
3296 6834 6
2172 1048 2
2291 8166 0
4981 941 4
9443 2245 0
4229 8373 2
3650 6703 6
4731 8941 2
1942 2710 2
6013 788 1
8073 9220 2
3555 8814 0
6000 7997 3
7008 6917 0
6128 1245 5
6629 699 1
8596 6884 2
4729 5413 6
9591 7403 5
1695 298 6
540 9245 5
8222 815 3
1989 3770 0
9297 8091 6
3252 321 6
9713 6835 1
5489 7796 4
2664 5858 5
5081 5580 1
4436 7670 3
2863 9166 6
9055 6598 1
9331 1861 6
8493 2041 3
3644 4237 6
7619 667 5
8816 2610 3
2619 8413 3
8108 1306 3
4806 1452 4
9571 3500 0
456 6535 4
1587 6102 0
4423 7883 4
5932 6079 3
6000 1616 3
7843 7807 6
415 4765 1
72 9317 2
3281 2272 3
2757 8740 2
9311 6257 6
971 1587 4
4468 3802 2
4298 6582 6
7977 1457 4
9293 1716 0
2394 9291 5
5107 2912 3
509 3292 0
4227 5205 0
9691 9183 0
270 2632 6
7318 114 1
5374 6849 4
2827 2915 1
2788 7255 1
851 9968 4
377 9246 4
5406 8162 3
9745 2341 1
4058 494 2
6094 3513 2
2398 2505 4
1251 2073 5
219 1479 1
3145 446 3
3498 797 1
7925 7840 3
9009 3656 0
